Type,Identification,Field,Locale,Market,Status,Default content,Translated content
COLLECTION,688208839004,title,en,,,Murders at Karlov Manor,Murders at Karlov Manor
COLLECTION,688208839004,body_html,en,,,"<p><span style=""color: #ffffff;"">Mord! Mysterium! Magi! En rad alarmerande mord skakar planeten Ravnica, och du kommer att kliva in i rollen som Ravincas bästa detektiver för att följa ledtrådarna och lösa fallet. Kommer du avslöja mästerskurken bakom allt innan det är för sent?</span></p>","<p><span style=""color: #ffffff;"">Murder! Mystery! Magic! A string of alarming murders streaks across the plane of Ravnica, and your players will step into the shoes of Ravnica's greatest detectives to track the clues and crack the case. Will they uncover the mastermind before it's too late?</span></p>"
COLLECTION,688208871772,title,en,,,Set släppta före 2000,Sets released before 2000
COLLECTION,688208904540,title,en,,,Set släppta 2000-2009,Set released 2000-2009
COLLECTION,688208937308,title,en,,,Guilds of Ravnica,Guilds of Ravnica
COLLECTION,688208970076,title,en,,,Ravnica Allegiance,Ravnica Allegiance
COLLECTION,688209002844,title,en,,,Set släppta 2010-2019,Set released 2010-2019
COLLECTION,688209035612,title,en,,,The lost caverns of Ixalan,The lost caverns of Ixalan
COLLECTION,688209068380,title,en,,,Wilds of Eldraine,Wilds of Eldraine
COLLECTION,688209101148,title,en,,,Streets of New Capenna,Streets of New Capenna
COLLECTION,688209133916,title,en,,,The Brothers' War,The Brothers' War
COLLECTION,688209166684,title,en,,,Dominaria United,Dominaria United
COLLECTION,688209199452,title,en,,,Innistrad: Crimson Vow,Innistrad: Crimson Vow
COLLECTION,688209232220,title,en,,,Innistrad: Midnight Hunt,Innistrad: Midnight Hunt
COLLECTION,688209264988,title,en,,,Adventures in the Forgotten Realms,Adventures in the Forgotten Realms
COLLECTION,688209297756,title,en,,,Strixhaven: School of Mages,Strixhaven: School of Mages
COLLECTION,688209330524,title,en,,,Kaldheim,Kaldheim
COLLECTION,688209363292,title,en,,,Kamigawa: Neon Dynasty,Kamigawa: Neon Dynasty
COLLECTION,688209396060,title,en,,,Zendikar Rising,Zendikar Rising
COLLECTION,688209428828,title,en,,,Core Set 2021,Core Set 2021
COLLECTION,688209461596,title,en,,,Ikoria: Lair of Behemoths,Ikoria: Lair of Behemoths
COLLECTION,688209494364,title,en,,,Theros Beyond Death,Theros Beyond Death
COLLECTION,688209527132,title,en,,,March of the Machine,March of the Machine
COLLECTION,688209559900,title,en,,,Phyrexia: All will be one,Phyrexia: All will be one
COLLECTION,688209592668,title,en,,,Special Set,Special Set
COLLECTION,688209625436,title,en,,,Modern Horizons 2,Modern Horizons 2
COLLECTION,688209658204,title,en,,,Innistrad Midnight Hunt,Innistrad Midnight Hunt
COLLECTION,688209690972,title,en,,,Set släppta 2020-2023,Set released 2020-2023
COLLECTION,688209723740,title,en,,,Fallout,Fallout
COLLECTION,688209723740,body_html,en,,,"<p><strong><span style=""color: #ffffff;"">Det är S.P.E.C.I.A.L.! Lägg till lite glädje i kombination med sci-fi-teknik och karaktärer från varje Fallout®-videospel sedan 1997! Mutanter, kryptider, plundrare och mycket mer väntar i detta ödemarkstestade, Vault-Tec-godkända set.</span></strong></p>","<p><span style=""color: #ffffff;""><strong>It's S.P.E.C.I.A.L.! Put the fun in fission with sci-fi tech and characters from every Fallout® video game since 1997! Mutants, cryptids, raiders, and more await in this Wasteland tested, Vault-Tec approved</strong> set.</span></p>"
COLLECTION,688209756508,title,en,,,Assassin's Creed,Assassin's Creed
COLLECTION,688209756508,body_html,en,,,"<p><strong><span style=""color: #ffffff;"">Avslöja det förflutnas hemligheter och följ i spåren av de lönnmördare som kom före dig. Var snabb. Var precis. Och visa aldrig din hand.</span></strong></p>","<p><strong><span style=""color: #ffffff;"">Uncover the secrets of the past and follow in the footsteps of the assassins who came before. Be swift. Be precise. And never show your hand.</span></strong></p>"
COLLECTION,688209789276,title,en,,,Ravnica Remastered,Ravnica Remastered
COLLECTION,688209789276,body_html,en,,,"<p><strong><span style=""color: #ffffff;"">Återvänd till Ravnica med detta superladdade set! Följ med dina favoritkaraktärer och återbesök gillet i all sin prakt.</span></strong></p>","<p><strong><span style=""color: #ffffff;"">Return to Ravnica with this supercharged set! Join your favorite characters and revisit the guilds in all of their splendor.</span></strong></p>"
COLLECTION,688209822044,title,en,,,Modern Horizons III,Modern Horizons III
COLLECTION,688209822044,body_html,en,,,"<p><strong><span style=""color: #ffffff;"">Modern Horizons 3 erbjuder en rejäl dos spännande nya kort till Modern. Allierade fetch-länder återvänder tillsammans med kraftfulla nya kort som dubbelvända Planeswalkers som du garanterat kommer att älska.</span></strong></p>","<p><strong><span style=""color: #ffffff;"">Modern Horizons 3 brings a heaping helping of exciting new cards to Modern. Allied fetch lands return alongside power-packed new cards like double-faced Planeswalkers you're sure to flip for.</span></strong></p>"
COLLECTION,688209854812,title,en,,,Doctor Who,Doctor Who
COLLECTION,688209887580,title,en,,,Commander Masters,Commander Masters
COLLECTION,688209920348,title,en,,,The Lords of the Rings,The Lords of the Rings
COLLECTION,688209953116,title,en,,,The March of the Machine: The Aftermatch,The March of the Machine: The Aftermatch
COLLECTION,688209985884,title,en,,,Dominaria Remastered,Dominaria Remastered
COLLECTION,688210018652,title,en,,,Special Set,Special Set
COLLECTION,688210051420,title,en,,,Duskmourn: House of Horror,Duskmourn: House of Horror
COLLECTION,688210084188,title,en,,,Foundation,Foundation
COLLECTION,688210116956,title,en,,,Innistrad Remastered,Innistrad Remastered
COLLECTION,688210149724,title,en,,,Aetherdrift,Aetherdrift
COLLECTION,688210182492,title,en,,,Tarkir Dragonstorm,Tarkir Dragonstorm
COLLECTION,688210215260,title,en,,,Final Fantasy,Final Fantasy
COLLECTION,688210248028,title,en,,,Marvel's Spider-Man,Marvel's Spider-Man
COLLECTION,688210280796,title,en,,,Edge of Eternities,Edge of Eternities
COLLECTION,688210313564,title,en,,,Avatar: The Last Airbender,Avatar: The Last Airbender
COLLECTION,688210313564,meta_title,en,,,Magic the Gathering: Avatar - The Last Airbender,Magic the Gathering: Avatar - The Last Airbender
COLLECTION,688210346332,title,en,,,Lorwyn Eclipsed,Lorwyn Eclipsed
COLLECTION,688210346332,meta_title,en,,,Magic The Gathering: Lorwyn Eclipsed,Magic The Gathering: Lorwyn Eclipsed
COLLECTION,688210346332,meta_description,en,,,"Magic: The Gathering Lorwyn Eclipsed, köp play boosters, collector boosters och färdigbyggda Commander-lekar. Upptäck ett nytt kortset fyllt med älvor, merfolk och klassiska tribal-strategier från Lorwyn och Shadowmoor.","Magic: The Gathering Lorwyn Eclipsed, shop play boosters, collector boosters, and ready-to-play Commander decks. A new set full of elves, merfolk, and classic tribal themes from the worlds of Lorwyn and Shadowmoor."
COLLECTION,688210379100,title,en,,,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles
COLLECTION,688210379100,meta_title,en,,,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles
COLLECTION,688210379100,meta_description,en,,,"Cowabunga! The Teenage Mutant Ninja Turtles join Magic: The Gathering in an action-packed crossover set—now at Dragon’s Lair Stockholm. Collect cards, master new mechanics like sneak and Mutagen, and battle it out Turtle-style!","Cowabunga! The Teenage Mutant Ninja Turtles join Magic: The Gathering in an action-packed crossover set—now at Dragon’s Lair Stockholm. Collect cards, master new mechanics like sneak and Mutagen, and battle it out Turtle-style!"
COLLECTION,688210411868,title,en,,,Secrets of Strixhaven,Secrets of Strixhaven
COLLECTION,688210411868,meta_title,en,,,Secrets of Strixhaven,Secrets of Strixhaven
COLLECTION,688210411868,meta_description,en,,,"Secrets of Strixhaven – utforska Strixhavens fem unika college, lär dig kraftfull magi, avslöja hemligheter och anta akademiska utmaningar i denna magiska expansion.","Secrets of Strixhaven – delve into five distinct magical colleges, expand your spellcasting skills, uncover secrets and face thrilling academic challenges in this Magic expansion."
COLLECTION,688210444636,title,en,,,Efter Set,By Set
COLLECTION,688210477404,title,en,,,Collector Booster,Collector Booster
COLLECTION,688210510172,title,en,,,Set Booster,Set Booster
COLLECTION,688210542940,title,en,,,Play Booster,Play Booster
COLLECTION,688210575708,title,en,,,Draft Booster,Draft Booster
COLLECTION,688210608476,title,en,,,Jumpstart & Special,Jumpstart & Special
COLLECTION,688210641244,title,en,,,Boosters,Boosters
COLLECTION,688210674012,title,en,,,Displayer,Displays
COLLECTION,688210739548,title,en,,,Commander Deck,Commander Deck
COLLECTION,688210706780,title,en,,,Challenger Deck,Challenger Deck
COLLECTION,688210772316,title,en,,,Färdiga lekar,Decks
COLLECTION,688210805084,title,en,,,Bundles,Bundles
COLLECTION,688210837852,title,en,,,Prerelease Packs,Prerelease Packs
COLLECTION,688210870620,title,en,,,Special Boxar,Special Boxes
COLLECTION,688210903388,title,en,,,Plastfickor,Sleeves
COLLECTION,688210936156,title,en,,,Spelmattor,Play mats
COLLECTION,688210968924,title,en,,,Leklådor,Deckboxes
COLLECTION,688211001692,title,en,,,Pärmar,Albums
COLLECTION,688211034460,title,en,,,Övrigt ,Other
COLLECTION,688211067228,title,en,,,Tillbehör - Med Magicmotiv,Accessories - Magic branded 
COLLECTION,688211099996,title,en,,,Tips till dig som vill börja,Beginner tips
COLLECTION,688211132764,title,en,,,Magic The Gathering,Magic: The Gathering
COLLECTION,688211132764,body_html,en,,,"<p>Magic: The Gathering är världens mest klassiska samlarkortspel och har fascinerat spelare i över 30 år. Här möts strategi, fantasi och kreativ kortbyggnad i ett spel där varje match känns unik. Hos Dragon’s Lair hittar du allt du behöver för att börja spela Magic, oavsett om du är helt ny eller redan har upptäckt spelets djup.</p>","<p>Magic: The Gathering is the world’s most iconic collectible card game and has captivated players for more than 30 years. It combines strategy, fantasy and creative deckbuilding in a way that makes every game feel different. At Dragon’s Lair you’ll find everything you need to start playing Magic, whether you’re completely new or already curious about the game’s deeper strategies.</p>"
COLLECTION,688211132764,meta_title,en,,,Magic: The Gathering kort & booster | Köp MTG online,"Magic: The Gathering – Cards, Booster Packs & Accessories | 20+ Years of Experience"
COLLECTION,688211132764,meta_description,en,,," Köp Magic: The Gathering kort, booster packs & decks online. Snabb leverans, bra priser och stort utbud – perfekt för både nybörjare och erfarna spelare.","Explore our wide selection of Magic: The Gathering cards, booster packs, starter decks, and accessories. With over 20 years of experience, we offer singles, collectibles, and the latest expansions. Perfect for both new and experienced players! Fast shipping and competitive prices."
COLLECTION,688211165532,title,en,,,Färdiga Lekar,Constructed Decks
COLLECTION,688211198300,title,en,,,Engelska booster,English booster
COLLECTION,688211231068,title,en,,,Japanska boosters,Japanese Booster
COLLECTION,688211263836,title,en,,,Pokémon Booster pack,Boosters
COLLECTION,688211263836,meta_title,en,,,Pokémon Boosters,Pokémon Boosters
COLLECTION,688211329372,title,en,,,Engelska displayer,English displays
COLLECTION,688211296604,title,en,,,Japanska displayer,Japaneese displays
COLLECTION,688211362140,title,en,,,Booster box,Displayer
COLLECTION,688211362140,meta_title,en,,,Pokémon Booster Box & Display | Köp hos Dragon's Lair,Pokémon Booster Box & Display | Köp hos Dragon's Lair
COLLECTION,688211394908,title,en,,,Prerelease paket,Prerelease paket
COLLECTION,688211427676,title,en,,,Elite Trainer box,Elite Trainer box
COLLECTION,688211460444,title,en,,,Tins & Mintins,Tins & Mintins
COLLECTION,688211493212,title,en,,,Japanska,Japanska
COLLECTION,688211525980,title,en,,,Special boxar / Tins,Collection Boxes / Tins
COLLECTION,688211558748,title,en,,,Tillbehör - Med Pokémon motiv,Accessories - Pokémon branded 
COLLECTION,688211591516,title,en,,,Tips till dig som vill börja,Beginner tips
COLLECTION,688211624284,title,en,,,Scarlet & Violet,Scarlet & Violet
COLLECTION,688211624284,meta_title,en,,,Pokémon Scarlet & Violet – Samlarkort Sorterade per Set,Pokémon Scarlet & Violet – Collectible Cards Sorted by Set
COLLECTION,688211624284,meta_description,en,,,"Utforska vårt breda sortiment av Pokémon Scarlet & Violet TCG! Här hittar du booster packs, elite trainer boxes och samlarlådor sorterade efter set. Bygg din samling och hitta de mest eftertraktade korten från exklusiva och limiterade utgåvor. Snabb leverans, bra priser och ett stort urval för alla Pokémon-tränare!","Explore our wide selection of Pokémon Scarlet & Violet TCG! Find booster packs, elite trainer boxes, and collector’s tins sorted by set. Expand your collection and discover the most sought-after cards from exclusive and limited editions. Fast shipping, great prices, and a huge selection for all Pokémon trainers!"
COLLECTION,688211657052,title,en,,,Sword & Shield,Sword & Shield
COLLECTION,688211689820,title,en,,,Special serier,Special series
COLLECTION,688211722588,title,en,,,Äldre set,Older sets
COLLECTION,688211755356,title,en,,,Phantasmal Flames,Phantasmal Flames
COLLECTION,688211788124,title,en,,,Perfect Order,Perfect Order
COLLECTION,688211820892,title,en,,,Mega Evolution,Mega Evolution
COLLECTION,688211853660,title,en,,,Ascended Heroes,Ascended Heroes
COLLECTION,688211886428,title,en,,,Andra språk,Other languages
COLLECTION,688211919196,title,en,,,Mega Evolution,Mega Evolution
COLLECTION,688211951964,title,en,,,Efter Set,By Set
COLLECTION,688211984732,title,en,,,Pokémon The Trading Card Game,Pokémon The Card Game
COLLECTION,688211984732,body_html,en,,,"<p>Pokémon TCG är ett av världens mest populära samlarkortspel och älskas av både barn, familjer och samlare. Spelet kombinerar strategi, samlande och spännande Pokémon-strider i ett format som är lätt att börja med men roligt att fördjupa sig i. Hos Dragon’s Lair hittar du alla pokemon kort du behöver för att börja spela.</p>
<p> </p>","<p>Pokémon TCG is one of the world’s most popular trading card games and is enjoyed by players, collectors, and families alike. It combines strategy, collecting, and exciting Pokémon battles in a format that is easy to learn but rewarding to master. At Dragon’s Lair you’ll find everything you need to start your Pokémon TCG journey.</p>"
COLLECTION,688211984732,meta_title,en,,,Pokémon kort & TCG – Köp booster packs & decks online,"Pokémon – Games, Cards, News & Collectibles | Everything Pokémon"
COLLECTION,688211984732,meta_description,en,,,"Köp Pokémon kort, booster packs & decks hos Dragon’s lair. Stort utbud, bra priser och snabb leverans – perfekt för både samlare och spelare.","Explore our wide selection of Pokémon TCG! We offer booster packs, starter decks, collector’s cards, and accessories for both collectors and players. Catch rare Pokémon, build your perfect deck, and compete in exciting battles. Fast shipping, great prices, and expert knowledge!"
COLLECTION,688212017500,title,en,,,Booster pack,Booster pack
COLLECTION,688212017500,meta_title,en,,,Yu Gi Oh! Booster pack,Yu Gi Oh! Booster pack
COLLECTION,688212050268,title,en,,,Tips till dig som vill börja,Beginner tips
COLLECTION,688212083036,title,en,,,Speed Duel,Speed Duel
COLLECTION,688212115804,title,en,,,Färdiga Lekar,Constructed Decks
COLLECTION,688212181340,title,en,,,Displayer,Displays
COLLECTION,688212148572,title,en,,,Special boxar / Tins,Special boxes / Tins
COLLECTION,688212214108,title,en,,,Tillbehör - Med Yu-Gi-Oh! motiv,Accessories - With Yu-Gi-Oh! motive
COLLECTION,688212246876,title,en,,,Yu-Gi-Oh!,Yu-Gi-Oh!
COLLECTION,688212246876,body_html,en,,,"<p>Yu-Gi-Oh! TCG är ett av världens mest välkända samlarkortspel och bygger på den populära anime- och mangaserien. Spelet kombinerar snabba dueller, kreativa strategier och ett stort utbud av kort att samla och bygga lekar med. Hos Dragon’s Lair hittar du allt du behöver för att börja spela Yu-Gi-Oh! eller utveckla din samling.</p>","<p>Yu-Gi-Oh! TCG is one of the world’s most well-known trading card games, inspired by the popular anime and manga series. It combines fast-paced duels, creative strategies, and a huge variety of cards to collect and build decks with. At Dragon’s Lair you’ll find everything you need to start playing Yu-Gi-Oh! or grow your collection.</p>"
COLLECTION,688212246876,meta_title,en,,,Köp Yu-Gi-Oh kort ,Yu-Gi-Oh!  – Wide Selection & 20+ Years of Experience
COLLECTION,688212246876,meta_description,en,,,"Upptäck vårt breda sortiment av Yu-Gi-Oh! TCG – från booster packs och starter decks till exklusiva samlarkort. Med över 20 års erfarenhet hjälper vi både nybörjare och erfarna duellister att hitta de bästa korten och tillbehören. Snabba leveranser, konkurrenskraftiga priser och en passion för spelet! Utforska vårt sortiment idag.","Discover our extensive selection of Yu-Gi-Oh! TCG – from booster packs and starter decks to exclusive collector’s cards. With 20+ years of experience, we help both beginners and seasoned duelists find the best cards and accessories. Fast shipping, competitive prices, and a true passion for the game! Explore our collection today."
COLLECTION,688212410716,title,en,,,Digimon,Digimon
COLLECTION,688212410716,body_html,en,,,"<p>Digimon Card Game är ett samlarkortspel där spelare möts i strategiska strider med sina favorit-Digimon. Spelet kombinerar taktiska beslut, deckbuilding och ikoniska karaktärer från Digimon-universumet. Hos Dragon’s Lair hittar du booster packs, starter decks och tillbehör till Digimon TCG.</p>","<p>Digimon Card Game is a trading card game where players battle using their favorite Digimon in strategic and fast-paced matches. The game combines deckbuilding, tactical decisions, and characters from the Digimon universe. At Dragon’s Lair you’ll find booster packs, starter decks, and accessories for the Digimon Card Game.</p>"
COLLECTION,688212410716,meta_title,en,,,Digimon TCG – Stort Sortiment & Bra Priser,Digimon TCG – Wide Selection & Great Prices 
COLLECTION,688212410716,meta_description,en,,,"Utforska vårt stora sortiment av Digimon TCG! Vi erbjuder booster packs, starter decks, samlarkort och tillbehör för både casual- och tävlingsspelare. Bygg din ultimata Digimon-lek, utveckla dina digitala monster och dominera striden. Snabba leveranser, bra priser och expertkunskap!","Explore our wide selection of Digimon TCG! We offer booster packs, starter decks, collector’s cards, and accessories for both casual and competitive players. Build your ultimate Digimon deck, evolve your digital monsters, and dominate the battle. Fast shipping, great prices, and expert knowledge!"
COLLECTION,688212279644,title,en,,,Dragonball,Dragonball
COLLECTION,688212279644,meta_title,en,,,Dragon Ball TCG – Stort Sortiment & Bra Priser,Dragon Ball TCG – Wide Selection & Great Prices
COLLECTION,688212279644,meta_description,en,,,"Upptäck vårt breda sortiment av Dragon Ball TCG! Vi erbjuder booster packs, starter decks, samlarkort och tillbehör för både casual- och tävlingsspelare. Samla kraftfulla kämpar, bygg din ultimata kortlek och dominera slagfältet! Snabba leveranser, bra priser och expertkunskap!","Explore our wide selection of Dragon Ball TCG! We offer booster packs, starter decks, collector’s cards, and accessories for both casual and competitive players. Collect powerful fighters, build your ultimate deck, and dominate the battlefield! Fast shipping, great prices, and expert knowledge!"
COLLECTION,688212312412,title,en,,,Cardfight!! Vanguard,Cardfight!! Vanguard
COLLECTION,688212345180,title,en,,,Future Card Buddyfight,Future Card Buddyfight
COLLECTION,688212377948,title,en,,,Battle Spirits Saga,Battle Spirits Saga
COLLECTION,688212377948,body_html,en,,,"<p>Battle Spirits Saga TCG är ett strategiskt samlarkortspel där kraftfulla varelser, magiska kort och taktiska beslut avgör matchen. Spelet kombinerar snabb gameplay med djup strategi och många möjligheter att bygga unika kortlekar. Hos Dragon’s Lair hittar du booster packs, starter decks och tillbehör till Battle Spirits Saga.</p>","<p>Battle Spirits Saga TCG is a strategic trading card game featuring powerful creatures, magical abilities, and tactical gameplay. Players build decks, manage resources, and battle opponents in fast-paced matches where every decision matters. At Dragon’s Lair you’ll find booster packs, starter decks, and accessories for Battle Spirits Saga.</p>"
COLLECTION,688212377948,meta_title,en,,,"Battle Spirits Saga TCG – Cards, Booster Packs & Decks | Dragon’s Lair","Battle Spirits Saga TCG – Cards, Booster Packs & Decks | Dragon’s Lair"
COLLECTION,688212377948,meta_description,en,,,"Battle Spirits Saga TCG är ett strategiskt samlarkortspel där kraftfulla varelser, magiska kort och taktiska beslut avgör matchen. Spelet kombinerar snabb gameplay med djup strategi och många möjligheter att bygga unika kortlekar. Hos Dragon’s Lair hittar du booster packs, starter decks och tillbehör till Battle Spirits Saga.","Battle Spirits Saga TCG is a strategic trading card game featuring powerful creatures, magical abilities, and tactical gameplay. Players build decks, manage resources, and battle opponents in fast-paced matches where every decision matters. At Dragon’s Lair you’ll find booster packs, starter decks, and accessories for Battle Spirits Saga."
COLLECTION,688212443484,title,en,,,My Hero Academia,My Hero Academia
COLLECTION,688212476252,title,en,,,Weiss Schwarz,Weiss Schwarz
COLLECTION,688212509020,title,en,,,The Spoils,The Spoils
COLLECTION,688212541788,title,en,,,Luck & Logic,Luck & Logic
COLLECTION,688212574556,title,en,,,Transformers,Transformers
COLLECTION,688212607324,title,en,,,Lord of the Rings Trading Card Game,Lord of the Rings Trading Card Game
COLLECTION,688212640092,title,en,,,Från drakskatten,From the Dragons treasure
COLLECTION,688212640092,body_html,en,,,"<p>Här hittar du spel som inte längre finns kvar i produktion, men som vi lyckats gräva fram från skattkammarens djupaste hålor.</p>","<p>Here you will find games that are no longer in production, but we have managed to dig up from the deepest corners of the treasure chest</p>"
COLLECTION,688212705628,title,en,,,Boosters & Displayer,Boosters & Displays
COLLECTION,688212672860,title,en,,,Tillbehör - Med Vampire motiv,Accessories -Vampire branded 
COLLECTION,688212738396,title,en,,,Special boxar,Special boxes
COLLECTION,688212771164,title,en,,,Färdiga lekar,Färdiga lekar
COLLECTION,688212803932,title,en,,,Vampire: The Eternal Struggle,Vampire: The Eternal Struggle
COLLECTION,688212803932,body_html,en,,,"<p>Vampire: The Eternal Struggle är ett klassiskt samlarkortspel där spelare tar rollen som mäktiga vampyrer i en mörk och politisk värld. Spelet kombinerar strategi, diplomati och intriger i matcher där flera spelare tävlar om makt och inflytande. Hos Dragon’s Lair hittar du kort och tillbehör till Vampire: The Eternal Struggle.</p>","<p>Vampire: The Eternal Struggle is a classic trading card game set in a dark world of ancient vampires and political intrigue. Players compete for power, influence, and survival in a game where strategy and diplomacy are just as important as the cards you play. At Dragon’s Lair you’ll find cards and accessories for Vampire: The Eternal Struggle.</p>"
COLLECTION,688212803932,meta_title,en,,,Vampire: The Eternal Struggle – Stort Sortiment & Bra Priser,Vampire: The Eternal Struggle – Wide Selection & Great Prices
COLLECTION,688212803932,meta_description,en,,,"Utforska vårt breda sortiment av Vampire: The Eternal Struggle (VTES)! Vi erbjuder booster packs, starter decks, samlarkort och tillbehör för både casual- och tävlingsspelare. Kontrollera din klan, bygg din strategi och dominera i detta legendariska multiplayer-kortspel. Snabba leveranser, bra priser och expertkunskap!","Explore our wide selection of Vampire: The Eternal Struggle (VTES)! We offer booster packs, starter decks, collector’s cards, and accessories for both casual and competitive players. Control your clan, build your strategy, and dominate in this legendary multiplayer card game. Fast shipping, great prices, and expert knowledge!"
COLLECTION,688212836700,title,en,,,Final Fantasy,Final Fantasy
COLLECTION,688212869468,title,en,,,Fler samlarkortspel,More trading card games
COLLECTION,688212902236,title,en,,,Färdiga Lekar,Constructed Decks
COLLECTION,688212935004,title,en,,,Boosters,Boosters
COLLECTION,688212967772,title,en,,,Displayer,Displays
COLLECTION,688213000540,title,en,,,Special boxar,Special boxes
COLLECTION,688213033308,title,en,,,Tillbehör - Med Disney Lorcanamotiv,Accessories - Disney Lorcana branded 
COLLECTION,688213066076,title,en,,,The First Chapter,The First Chapter
COLLECTION,688213098844,title,en,,,Rise of the Floodborn,Rise of the Floodborn
COLLECTION,688213131612,title,en,,,Into the Inklands,Into the Inklands
COLLECTION,688213164380,title,en,,,Ursula's Return,Ursula's Return
COLLECTION,688213197148,title,en,,,Shimmering Skies,Shimmering Skies
COLLECTION,688213229916,title,en,,,Azurite Sea,Azurite Sea
COLLECTION,688213262684,title,en,,,Archazia’s Island,Archazia’s Island
COLLECTION,688213295452,title,en,,,Reign of Jafar,Reign of Jafar
COLLECTION,688213328220,title,en,,,Fabled,Fabled
COLLECTION,688213360988,title,en,,,Whispers in the Well,Whispers in the Well
COLLECTION,688213393756,title,en,,,Efter Set,By Set
COLLECTION,688213426524,title,en,,,Tips till dig som vill börja,Beginner tips
COLLECTION,688213459292,title,en,,,Disney Lorcana,Disney Lorcana
COLLECTION,688213459292,body_html,en,,,"<p>Disney Lorcana TCG är ett spännande samlarkortspel där klassiska Disney-karaktärer möter strategi och samlande. Spelet är lätt att lära sig men erbjuder gott om taktiska val, vilket gör det perfekt för både nya spelare och familjer. Hos Dragon’s Lair hittar du kort, starter decks och tillbehör till Disney Lorcana.</p>","<p>Disney Lorcana TCG is an exciting trading card game where beloved Disney characters meet strategy and collecting. The game is easy to learn but offers plenty of tactical depth, making it perfect for new players, families, and Disney fans. At Dragon’s Lair you’ll find cards, starter decks, and accessories for Disney Lorcana.</p>"
COLLECTION,688213459292,meta_title,en,,,Disney Lorcana – Stort Sortiment & Bra Priser,Disney Lorcana – Wide Selection & Great Prices
COLLECTION,688213459292,meta_description,en,,,"Disney Lorcana TCG är ett spännande samlarkortspel där klassiska Disney-karaktärer möter strategi och samlande. Spelet är lätt att lära sig men erbjuder gott om taktiska val, vilket gör det perfekt för både nya spelare och familjer. Hos Dragon’s Lair hittar du kort, starter decks och tillbehör till Disney Lorcana.","Discover our wide selection of Disney Lorcana TCG! We offer booster packs, starter decks, and exclusive collector’s cards for both new and experienced players. With fast shipping, competitive prices, and a passion for the game, we help you find the best cards and accessories. Explore our collection today!"
COLLECTION,688213492060,title,en,,,Färdiga Lekar,Constructed Decks
COLLECTION,688213524828,title,en,,,Japanska boosters,Japanese Booster
COLLECTION,688213557596,title,en,,,Engelska booster,English booster
COLLECTION,688213590364,title,en,,,Boosters,Boosters
COLLECTION,688213655900,title,en,,,Japanska,Japaneese
COLLECTION,688213623132,title,en,,,Engelska,English
COLLECTION,688213688668,title,en,,,Displayer,Displays
COLLECTION,688213721436,title,en,,,Special boxes,Special boxes
COLLECTION,688213754204,title,en,,,Tillbehör - Med One Piecemotiv,Accessories -  One Piece branded 
COLLECTION,688213819740,title,en,,,Tips till dig som vill börja,Beginner tips
COLLECTION,688213786972,title,en,,,One Piece TCG,One Piece TCG
COLLECTION,688213786972,body_html,en,,,"<p>One Piece Card Game är ett spännande samlarkortspel baserat på den populära anime- och mangaserien One Piece. Spelet kombinerar strategi, samlande och ikoniska karaktärer från piratvärlden. Hos Dragon’s Lair hittar du booster packs, starter decks och tillbehör till One Piece TCG.</p>","<p>One Piece TCG is an exciting trading card game based on the world of pirates from the legendary anime and manga series. It combines fast-paced strategy with iconic characters from the One Piece universe. At Dragon’s Lair you’ll find booster packs, starter decks, and accessories for the One Piece Card Game.</p>"
COLLECTION,688213786972,meta_title,en,,,One Piece TCG – Sätt segel och dominera på slagfältet!,One Piece TCG – Wide Selection & Great Prices
COLLECTION,688213786972,meta_description,en,,,"Upptäck vårt stora sortiment av One Piece TCG! Vi erbjuder booster packs, starter decks och samlarkort för både nya och erfarna spelare. Med snabb leverans, konkurrenskraftiga priser och en passion för spelet hjälper vi dig att bygga den ultimata kortleken. Utforska vårt utbud idag!
","Discover our extensive selection of One Piece TCG! We offer booster packs, starter decks, and collector’s cards for both new and experienced players. With fast shipping, competitive prices, and a passion for the game, we help you build the ultimate deck. Explore our collection today!"
COLLECTION,688213852508,title,en,,,Boosters,Boosters
COLLECTION,688213885276,title,en,,,Displayer,Displays
COLLECTION,688213918044,title,en,,,Färdiga Lekar,Constructed Decks
COLLECTION,688214016348,title,en,,,Special Boxar,Special boxes
COLLECTION,688213950812,title,en,,,Tillbehör - Med Flesh & Blood motiv,Accessories -  Flesh & Blood  branded 
COLLECTION,688213983580,title,en,,,Flesh & Blood,Flesh & Blood
COLLECTION,688213983580,body_html,en,,,"<p>Flesh &amp; Blood TCG är ett strategiskt samlarkortspel där spelare möts i intensiva dueller mellan hjältar från en fantasivärld. Spelet kombinerar taktiska beslut, deckbuilding och snabba strider där varje val kan avgöra matchen.</p>
<p>Hos Dragon’s Lair hittar du booster packs, starter decks och tillbehör till Flesh &amp; Blood.</p>
<p> </p>","<p>Flesh &amp; Blood TCG is a strategic trading card game where players face off in intense hero-versus-hero battles set in a rich fantasy world. The game combines tactical decision-making, deckbuilding, and fast-paced combat where every choice matters. At Dragon’s Lair you’ll find booster packs, starter decks, and accessories for Flesh &amp; Blood.</p>"
COLLECTION,688213983580,meta_title,en,,,Flesh & Blood TCG – Stort Sortiment & Bra Priser,Flesh & Blood TCG – Wide Selection & Great Prices
