Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,15554477654364,body_html,en,,,"<p>Ultimate Guard Play-Mat Monochrome är en elegant och stilren spelmatta designad för att höja både din spelupplevelse och skyddet för dina kort. Den monokroma designen, med sina subtila färgtoner, ger ett minimalistiskt och modernt utseende som passar perfekt för alla typer av kortspel och brädspel. Med sin släta yta erbjuder spelmattan en perfekt spelmiljö, där korten enkelt kan flyttas utan friktion, vilket minskar risken för skador och slitage.</p>
<p>Tillverkad av slitstarkt material med en extra tjock dämpning, skyddar Ultimate Guard Play-Mat Monochrome både dina kort och spelunderlag från repor och stötar. Mattans undersida är försedd med en texturerad, anti-glid-yta som håller den på plats även under de mest intensiva spelomgångarna. Den är också lätt att rulla ihop och transportera, vilket gör den idealisk för både hemmabruk och turneringar.</p>
<p>Oavsett om du spelar Magic: The Gathering, Pokémon, Yu-Gi-Oh!, eller något annat kortspel, erbjuder denna spelmatta en kombination av funktionalitet, skydd och stil. Den rena, monokroma designen ger en professionell känsla till ditt spelbord och kompletterar vilken spelmiljö som helst.</p>","<p>The Ultimate Guard Play-Mat Monochrome is a sleek and stylish playmat designed to enhance both your gaming experience and the protection of your cards. The monochrome design, with its subtle tones, offers a minimalist and modern look that perfectly suits all types of card and board games. With its smooth surface, the playmat provides an ideal playing environment, allowing cards to move effortlessly without friction, reducing the risk of damage and wear.</p>
<p>Crafted from durable materials with extra-thick cushioning, the Ultimate Guard Play-Mat Monochrome protects both your cards and gaming surface from scratches and impacts. The mat’s underside features a textured, anti-slip design that ensures it stays firmly in place even during the most intense gaming sessions. It’s also easy to roll up and transport, making it perfect for both home use and tournaments.</p>
<p>Whether you're playing Magic: The Gathering, Pokémon, Yu-Gi-Oh!, or any other card game, this playmat offers a perfect blend of functionality, protection, and style. Its clean, monochromatic design adds a professional touch to your gaming table and complements any gaming setup.</p>"
PRODUCT,15554477654364,meta_title,en,,,Ultimate Guard Play-Mat Monochrome Black 61 x 35 cm,Ultimate Guard Play-Mat Monochrome Black 61 x 35 cm
PRODUCT,15554477654364,meta_description,en,,,Skydda dina kort och spelunderlag med Ultimate Guard Play-Mat Monochrome – en elegant och slitstark spelmatta med minimalistisk design och anti-glid undersida.,Protect your cards and gaming surface with the Ultimate Guard Play-Mat Monochrome – a sleek and durable playmat with minimalist design and anti-slip underside.
PRODUCT,15554477654364,metafield.custom.description_short,en,,,"Ultimate Guard Play-Mat Monochrome är en stilren spelmatta med en slät yta, anti-glid undersida och extra skydd för dina kort och spelunderlag. Perfekt för kortspel och brädspel.","The Ultimate Guard Play-Mat Monochrome is a sleek playmat with a smooth surface, anti-slip underside, and added protection for your cards and gaming surface. Perfect for card and board games."
PRODUCT,15554477850972,title,en,,,Blazing Dominion Booster Display (24 Packs),Blazing Dominion Booster Display (24 Packs)
PRODUCT,15554477850972,body_html,en,,,"<p>Förvandla din duellupplevelse med Yu‑Gi‑Oh! Blazing Dominion Booster Display (24 Packs) – en episk utgåva full av nya strategier, klassiska favoriter och sällsynta kort! Denna display innehåller 24 booster-paket, och varje paket innehåller 9 slumpmässiga kort, vilket ger dig över 200 kort totalt att öppna. Blazing Dominion är en Core Booster-serie som introducerar helt nya teman och ger kraftfullt stöd till tidigare populära arketyper. Jakten på Secret Rares, Ultra Rares, Super Rares och Starlight Rares gör varje öppning spännande, med potential att hitta spelets mest eftertraktade kort. Oavsett om du bygger ett konkurrenskraftigt deck eller samlar på ikoniska kort är detta booster display ett måste för alla Yu-Gi-Oh!-fans.</p>","<p>Take your dueling to the next level with the Yu‑Gi‑Oh! Blazing Dominion Booster Display (24 Packs) – an epic release packed with fresh strategies, fan-favorite archetypes, and powerful new cards. Each display contains 24 booster packs, with 9 random cards per pack, totaling more than 200 cards to discover. Blazing Dominion is a Core Booster set designed to shake up the game with high-impact monsters, spell and trap support, and a range of rarities including Secret Rares, Ultra Rares, Super Rares, and Starlight Rares. Whether you're a competitive duelist or a dedicated collector, this set delivers a thrilling opening experience with the potential to pull some of the game’s most coveted cards.</p>"
PRODUCT,15554477850972,meta_title,en,,,Yu-Gi-Oh! -  Blazing Dominion Booster Display (24 Packs),Yu-Gi-Oh! -  Blazing Dominion Booster Display (24 Packs)
PRODUCT,15554477850972,meta_description,en,,,"Yu‑Gi‑Oh! Blazing Dominion Booster Display 24 Packs med över 200 kort – ny Core Booster-serie för samlare, byggare och duellanter.",Yu‑Gi‑Oh! Blazing Dominion Booster Display 24 Packs with over 200 cards – a new Core Booster set ideal for building decks and collecting.
PRODUCT,15554477850972,metafield.custom.description_short,en,,,Yu‑Gi‑Oh! Blazing Dominion Booster Display innehåller 24 booster-paket med totalt över 200 kort från en ny Core Booster-serie – perfekt för samlare och tävlingsinriktade duellanter.,The Yu‑Gi‑Oh! Blazing Dominion Booster Display includes 24 packs filled with over 200 cards – a powerful new Core Booster set for collectors and duelists alik
PRODUCT,15554477916508,title,en,,,"Frank Frazetta - ""Warrior with Ball and Chain"" APEX DECK PROTECTOR® Sleeves for Tabletop Gaming","Frank Frazetta - ""Warrior with Ball and Chain"" APEX DECK PROTECTOR® Sleeves for Tabletop Gaming"
PRODUCT,15554477916508,body_html,en,,,"<p>Skydda dina spelkort med stil med APEX DECK PROTECTOR® sleeves från The Artist Spotlight Series, med det ikoniska motivet ""Warrior with Ball and Chain"" av Frank Frazetta. Denna förpackning innehåller 105 sleeves i standardstorlek (63,5 mm x 88,9 mm) och är designad för att passa de flesta samlarkort som används i populära kortspel. Baksidan har ett livfullt, texturerat tryck med Frazettas legendariska konstverk, medan framsidan är blank och klar – perfekt för att framhäva foil-kort. Den nya sleeve-formuleringen gör dem lättblandade, hållbara och idealiska för både spel och samling. Alla sleeves är tillverkade av arkivsäkra material för att skydda dina kort långsiktigt.</p>","<p>Protect your cards in style with The Artist Spotlight Series APEX DECK PROTECTOR® sleeves, featuring the iconic ""Warrior with Ball and Chain"" artwork by Frank Frazetta. Each pack includes 105 standard size sleeves (2.5 in. x 3.5 in.), made for trading card games and collectors alike. The back of each sleeve showcases a vibrant, textured print of Frazetta’s legendary fantasy art, while the clear gloss front allows foil cards to shine. Designed with a new easy-shuffle formulation, these sleeves combine durability, performance, and visual impact. Made with archival-safe materials to keep your collection protected for years to come.</p>"
PRODUCT,15554477916508,meta_title,en,,,"Ultra Pro - Frank Frazetta - ""Warrior with Ball and Chain"" APEX DECK PROTECTOR® Sleeves for Tabletop Gaming","Ultra Pro - Frank Frazetta - ""Warrior with Ball and Chain"" APEX DECK PROTECTOR® Sleeves for Tabletop Gaming"
PRODUCT,15554477916508,meta_description,en,,,"Frank Frazetta APEX DECK PROTECTOR® sleeves 105-pack, standardstorlek, konstmotiv och arkivsäkra för samlarkort.","Frank Frazetta APEX DECK PROTECTOR® sleeves 105ct, fantasy art card sleeves, standard size, for trading cards and collectors."
PRODUCT,15554477916508,metafield.custom.description_short,en,,,"105 sleeves med motivet ""Warrior with Ball and Chain"" av Frank Frazetta. Standardstorlek, lättblandade, arkivsäkra och perfekta för samlarkort och spel.","105 standard sleeves featuring Frank Frazetta's ""Warrior with Ball and Chain"". Easy to shuffle, archival-safe, and perfect for protecting your collection."
PRODUCT,15554477982044,title,en,,,One Piece Card Game - Booster OP14,One Piece Card Game - Booster OP14
PRODUCT,15554478080348,title,en,,,Ultimate Guard Play-Mat Magic: The Gathering | Avatar: The Last Airbender - Ozai,Ultimate Guard Play-Mat Magic: The Gathering | Avatar: The Last Airbender - Ozai
PRODUCT,15554478080348,body_html,en,,,"<p>Ultimate Guard Play‑Mat Magic: The Gathering | Avatar: The Last Airbender – Ozai är en premiumspelmatta designad för att lyfta fram ditt spelande med både stil och funktionalitet. Den måttanpassade mattan (standard 61 × 35 cm) erbjuder ett mjukt, 2 mm vadderat underlag som skyddar dina kort och tillbehör under intensiva Magic‑dueller – eller andra samlarkortspel. Undersidan i halkfritt naturgummi ger utmärkt stabilitet på bordet, vilket minskar risken för oönskade rörelser under spel. De noggrant sydda kanterna förbättrar hållbarheten, samtidigt som det officiellt licensierade konstmotivet med Ozai från Avatar: The Last Airbender‑serien förvandlar varje spelstund till en visuell upplevelse. Spel‑mattan är perfekt för både seriösa samlare och aktiva spelare som vill kombinera funktion, kvalitet och magisk estetik i sitt spelutrymme.</p>","<p>The Ultimate Guard Play‑Mat Magic: The Gathering | Avatar: The Last Airbender – Ozai is a premium gaming mat crafted to enhance both the look and performance of your play area. Featuring standard dimensions of 61 × 35 cm and a soft 2 mm cushioned surface, this play‑mat provides excellent protection for your cards and gaming accessories during intense sessions. The anti‑slip natural rubber backing keeps the mat firmly in place on any tabletop, while the stitched edges boost durability for long‑term use. Showcasing officially licensed artwork from the Avatar: The Last Airbender set with a striking Ozai design, it turns every game into a visually engaging experience. Ideal for dedicated Magic players and collectors alike, this mat brings style, comfort, and dependable performance to your gaming setup.</p>"
PRODUCT,15554478080348,meta_title,en,,,Ultimate Guard Play-Mat Magic: The Gathering | Avatar: The Last Airbender - Ozai,Ultimate Guard Play-Mat Magic: The Gathering | Avatar: The Last Airbender - Ozai
PRODUCT,15554478080348,meta_description,en,,,"Ultimate Guard Play‑Mat Magic: The Gathering | Avatar: The Last Airbender – Ozai – standard 61×35 cm spelmatta med officiellt licensierad konst, vadderad yta, anti‑slip naturgummi och slitstarka sydda kanter för Magic‑spelare och samlare.","Ultimate Guard Play‑Mat Magic: The Gathering | Avatar: The Last Airbender – Ozai – 61×35 cm premium play mat with official art, cushioned gaming surface, anti‑slip backing and durable stitched edges."
PRODUCT,15554478080348,metafield.custom.description_short,en,,,"En högkvalitativ spelmatta från Ultimate Guard med officiellt Magic: The Gathering | Avatar: The Last Airbender – Ozai‑motiv. Standardstorlek (61 × 35 cm), vadderad yta, halkfri undersida och sydda kanter för förbättrat skydd, komfort och hållbarhet under spel.","High‑quality Ultimate Guard play‑mat with officially licensed Magic: The Gathering | Avatar: The Last Airbender – Ozai artwork. Standard 61×35 cm size, cushioned surface, anti‑slip backing, and stitched edges for enhanced protection and durability."
PRODUCT,15554478276956,title,en,,,Ultimate Guard Play-Mat Magic: The Gathering | Avatar: The Last Airbender - Enter the Avatar State,Ultimate Guard Play-Mat Magic: The Gathering | Avatar: The Last Airbender - Enter the Avatar State
PRODUCT,15554478276956,body_html,en,,,"<p>Ultimate Guard Play‑Mat Magic: The Gathering | Avatar: The Last Airbender – Enter the Avatar State är en premiumspelmatta som kombinerar funktionalitet med imponerande grafik från Magic: The Gathering och Avatar: The Last Airbender. Den standardstora mattan (cirka 61 × 35 cm) har en mjukt vadderad yta på cirka 2 mm som skyddar dina kort och tillbehör under spel. Undersidan i halkfritt naturgummi håller mattan stabil på bordet, medan de sydda kanterna förstärker hållbarheten och minskar risken för slitage. Det officiellt licensierade konstverket med motivet “Enter the Avatar State” ger en kraftfull visuell upplevelse som passar perfekt för både samlare och spelare. En idealisk spelmatta för dig som vill kombinera kvalitet, komfort och ikonisk design.</p>","<p>The Ultimate Guard Play‑Mat Magic: The Gathering | Avatar: The Last Airbender – Enter the Avatar State is a premium play mat that blends practical function with stunning licensed artwork from Magic: The Gathering and Avatar: The Last Airbender. With standard dimensions of approximately 61 × 35 cm and a ~2 mm cushioned surface, it offers optimal protection for your cards and accessories. The non‑slip natural rubber backing ensures firm grip on any tabletop, while stitched edges increase durability over time. Featuring the official “Enter the Avatar State” artwork, this mat adds a powerful visual impact to every game session. Ideal for players and collectors who appreciate both quality and iconic design.</p>"
PRODUCT,15554478276956,meta_title,en,,,Ultimate Guard Play-Mat Magic: The Gathering | Avatar: The Last Airbender - Enter the Avatar State,Ultimate Guard Play-Mat Magic: The Gathering | Avatar: The Last Airbender - Enter the Avatar State
PRODUCT,15554478276956,meta_description,en,,,"Ultimate Guard Play‑Mat Magic: The Gathering | Avatar: The Last Airbender – Enter the Avatar State – 61×35 cm spelmatta med officiellt konstmotiv, vadderad yta, anti‑slip undersida och slitstarka sydda kanter.","Ultimate Guard Play‑Mat Magic: The Gathering | Avatar: The Last Airbender – Enter the Avatar State – 61×35 cm premium play mat with official artwork, cushioned surface, anti‑slip rubber backing, and stitched edges."
PRODUCT,15554478276956,metafield.custom.description_short,en,,,"Högkvalitativ spelmatta från Ultimate Guard med officiellt licensierat motiv från Magic: The Gathering och Avatar: The Last Airbender – Enter the Avatar State. Standardstorlek, vadderad yta, halkfri undersida och sydda kanter.","High‑quality Ultimate Guard play mat featuring officially licensed artwork from Magic: The Gathering and Avatar: The Last Airbender – Enter the Avatar State. Standard size, cushioned surface, non‑slip backing, and stitched edges."
PRODUCT,15554478309724,title,en,,,Toploader Zip Cardbinder 9-Pocket (252 cards) Purple,Toploader Zip Cardbinder 9-Pocket (252 cards) Purple
PRODUCT,15554478309724,body_html,en,,,"<p>Skydda dina mest värdefulla samlarkort med stil och säkerhet! Toploader Zip Cardbinder 9-Pocket är speciellt designad för att rymma kort som redan sitter i Toploader-höljen, vilket gör den till ett perfekt val för seriösa samlare som inte vill kompromissa med skyddet.</p>
<p>Med plats för upp till 252 toploader-kort och 18 kort per sida (9 fram, 9 bak), erbjuder den en generös kapacitet utan att kännas klumpig. Sidmatade fickor gör att korten sitter säkrare på plats, vilket minskar risken att de glider ut, samtidigt som de blir lättillgängliga vid visning eller organisering.</p>
<p>Pärmen är byggd i ett kraftigt och hållbart material som skyddar både pärm och innehåll. Den robusta dragkedjan håller allt säkert stängt och skyddar mot damm, fukt och slitage – perfekt både för förvaring och transport.</p>
<p>Oavsett om du samlar Pokémon, Magic: The Gathering, Yu-Gi-Oh! eller sportkort, är denna pärm ett utmärkt val för att organisera och skydda korten du värderar högst – direkt i sina toploaders.</p>","<p>Keep your most prized cards safe and well-organized with the Toploader Zip Cardbinder 9-Pocket – specially designed to fit cards in their Toploader sleeves. Ideal for collectors who prioritize protection without sacrificing style or functionality.</p>
<p>The binder holds up to 252 Toploader cards and features 18 cards per sheet (9 on each side), giving you plenty of storage while maintaining a sleek and manageable size. The side-loading pockets offer added security by minimizing the chance of cards slipping out.</p>
<p>Built with a sturdy exterior, the binder is tough enough to protect your collection during transport or storage. The secure zipper closure ensures your cards stay clean, dry, and safe from wear and tear.</p>
<p>Whether you're collecting Pokémon, MTG, Yu-Gi-Oh!, or sports cards, this binder is the ultimate choice for storing and showcasing your Toploader-protected collection.</p>"
PRODUCT,15554478309724,meta_title,en,,,Toploader Zip Cardbinder 9-Pocket (252 cards) Purple,Toploader Zip Cardbinder 9-Pocket (252 cards) Purple
PRODUCT,15554478309724,meta_description,en,,,Toploader Zip Cardbinder med 9 fickor per sida och dragkedja. Rymmer 252 kort i toploader. Perfekt för skyddad kortförvaring.,Toploader Zip Cardbinder with 9 pockets per page. Holds 252 cards in Toploader sleeves. Secure zip closure for collector-grade protection.
PRODUCT,15554478309724,metafield.custom.description_short,en,,,Robust 9-fickors pärm med dragkedja som rymmer upp till 252 kort i toploaders. Sidmatade fickor ger säker och praktisk förvaring för dina samlarkort.,Sturdy 9-pocket zip binder holding up to 252 cards in Toploader sleeves. Side-loading pockets and durable construction for secure card storage.
PRODUCT,15554478408028,title,en,,,Toploader Zip Cardbinder 9-Pocket (252 cards) White,Toploader Zip Cardbinder 9-Pocket (252 cards) White
PRODUCT,15554478408028,body_html,en,,,"<p>Skydda dina mest värdefulla samlarkort med stil och säkerhet! Toploader Zip Cardbinder 9-Pocket är speciellt designad för att rymma kort som redan sitter i Toploader-höljen, vilket gör den till ett perfekt val för seriösa samlare som inte vill kompromissa med skyddet.</p>
<p>Med plats för upp till 252 toploader-kort och 18 kort per sida (9 fram, 9 bak), erbjuder den en generös kapacitet utan att kännas klumpig. Sidmatade fickor gör att korten sitter säkrare på plats, vilket minskar risken att de glider ut, samtidigt som de blir lättillgängliga vid visning eller organisering.</p>
<p>Pärmen är byggd i ett kraftigt och hållbart material som skyddar både pärm och innehåll. Den robusta dragkedjan håller allt säkert stängt och skyddar mot damm, fukt och slitage – perfekt både för förvaring och transport.</p>
<p>Oavsett om du samlar Pokémon, Magic: The Gathering, Yu-Gi-Oh! eller sportkort, är denna pärm ett utmärkt val för att organisera och skydda korten du värderar högst – direkt i sina toploaders.</p>","<p>Keep your most prized cards safe and well-organized with the Toploader Zip Cardbinder 9-Pocket – specially designed to fit cards in their Toploader sleeves. Ideal for collectors who prioritize protection without sacrificing style or functionality.</p>
<p>The binder holds up to 252 Toploader cards and features 18 cards per sheet (9 on each side), giving you plenty of storage while maintaining a sleek and manageable size. The side-loading pockets offer added security by minimizing the chance of cards slipping out.</p>
<p>Built with a sturdy exterior, the binder is tough enough to protect your collection during transport or storage. The secure zipper closure ensures your cards stay clean, dry, and safe from wear and tear.</p>
<p>Whether you're collecting Pokémon, MTG, Yu-Gi-Oh!, or sports cards, this binder is the ultimate choice for storing and showcasing your Toploader-protected collection.</p>"
PRODUCT,15554478408028,meta_title,en,,,Toploader Zip Cardbinder 9-Pocket (252 cards) White,Toploader Zip Cardbinder 9-Pocket (252 cards) White
PRODUCT,15554478408028,meta_description,en,,,Toploader Zip Cardbinder med 9 fickor per sida och dragkedja. Rymmer 252 kort i toploader. Perfekt för skyddad kortförvaring.,Toploader Zip Cardbinder with 9 pockets per page. Holds 252 cards in Toploader sleeves. Secure zip closure for collector-grade protection.
PRODUCT,15554478408028,metafield.custom.description_short,en,,,Robust 9-fickors pärm med dragkedja som rymmer upp till 252 kort i toploaders. Sidmatade fickor ger säker och praktisk förvaring för dina samlarkort.,Sturdy 9-pocket zip binder holding up to 252 cards in Toploader sleeves. Side-loading pockets and durable construction for secure card storage.
PRODUCT,15554478604636,title,en,,,Toploader Zip Cardbinder 9-Pocket (252 cards) Red,Toploader Zip Cardbinder 9-Pocket (252 cards) Red
PRODUCT,15554478604636,body_html,en,,,"<p>Skydda dina mest värdefulla samlarkort med stil och säkerhet! Toploader Zip Cardbinder 9-Pocket är speciellt designad för att rymma kort som redan sitter i Toploader-höljen, vilket gör den till ett perfekt val för seriösa samlare som inte vill kompromissa med skyddet.</p>
<p>Med plats för upp till 252 toploader-kort och 18 kort per sida (9 fram, 9 bak), erbjuder den en generös kapacitet utan att kännas klumpig. Sidmatade fickor gör att korten sitter säkrare på plats, vilket minskar risken att de glider ut, samtidigt som de blir lättillgängliga vid visning eller organisering.</p>
<p>Pärmen är byggd i ett kraftigt och hållbart material som skyddar både pärm och innehåll. Den robusta dragkedjan håller allt säkert stängt och skyddar mot damm, fukt och slitage – perfekt både för förvaring och transport.</p>
<p>Oavsett om du samlar Pokémon, Magic: The Gathering, Yu-Gi-Oh! eller sportkort, är denna pärm ett utmärkt val för att organisera och skydda korten du värderar högst – direkt i sina toploaders.</p>","<p>Keep your most prized cards safe and well-organized with the Toploader Zip Cardbinder 9-Pocket – specially designed to fit cards in their Toploader sleeves. Ideal for collectors who prioritize protection without sacrificing style or functionality.</p>
<p>The binder holds up to 252 Toploader cards and features 18 cards per sheet (9 on each side), giving you plenty of storage while maintaining a sleek and manageable size. The side-loading pockets offer added security by minimizing the chance of cards slipping out.</p>
<p>Built with a sturdy exterior, the binder is tough enough to protect your collection during transport or storage. The secure zipper closure ensures your cards stay clean, dry, and safe from wear and tear.</p>
<p>Whether you're collecting Pokémon, MTG, Yu-Gi-Oh!, or sports cards, this binder is the ultimate choice for storing and showcasing your Toploader-protected collection.</p>"
PRODUCT,15554478604636,meta_title,en,,,Toploader Zip Cardbinder 9-Pocket (252 cards) Red,Toploader Zip Cardbinder 9-Pocket (252 cards) Red
PRODUCT,15554478604636,meta_description,en,,,Toploader Zip Cardbinder med 9 fickor per sida och dragkedja. Rymmer 252 kort i toploader. Perfekt för skyddad kortförvaring.,Toploader Zip Cardbinder with 9 pockets per page. Holds 252 cards in Toploader sleeves. Secure zip closure for collector-grade protection.
PRODUCT,15554478604636,metafield.custom.description_short,en,,,Robust 9-fickors pärm med dragkedja som rymmer upp till 252 kort i toploaders. Sidmatade fickor ger säker och praktisk förvaring för dina samlarkort.,Sturdy 9-pocket zip binder holding up to 252 cards in Toploader sleeves. Side-loading pockets and durable construction for secure card storage.
PRODUCT,15554478670172,title,en,,,Toploader Zip Cardbinder 9-Pocket (252 cards) Petrol,Toploader Zip Cardbinder 9-Pocket (252 cards) Petrol
PRODUCT,15554478670172,body_html,en,,,"<p>Skydda dina mest värdefulla samlarkort med stil och säkerhet! Toploader Zip Cardbinder 9-Pocket är speciellt designad för att rymma kort som redan sitter i Toploader-höljen, vilket gör den till ett perfekt val för seriösa samlare som inte vill kompromissa med skyddet.</p>
<p>Med plats för upp till 252 toploader-kort och 18 kort per sida (9 fram, 9 bak), erbjuder den en generös kapacitet utan att kännas klumpig. Sidmatade fickor gör att korten sitter säkrare på plats, vilket minskar risken att de glider ut, samtidigt som de blir lättillgängliga vid visning eller organisering.</p>
<p>Pärmen är byggd i ett kraftigt och hållbart material som skyddar både pärm och innehåll. Den robusta dragkedjan håller allt säkert stängt och skyddar mot damm, fukt och slitage – perfekt både för förvaring och transport.</p>
<p>Oavsett om du samlar Pokémon, Magic: The Gathering, Yu-Gi-Oh! eller sportkort, är denna pärm ett utmärkt val för att organisera och skydda korten du värderar högst – direkt i sina toploaders.</p>","<p>Keep your most prized cards safe and well-organized with the Toploader Zip Cardbinder 9-Pocket – specially designed to fit cards in their Toploader sleeves. Ideal for collectors who prioritize protection without sacrificing style or functionality.</p>
<p>The binder holds up to 252 Toploader cards and features 18 cards per sheet (9 on each side), giving you plenty of storage while maintaining a sleek and manageable size. The side-loading pockets offer added security by minimizing the chance of cards slipping out.</p>
<p>Built with a sturdy exterior, the binder is tough enough to protect your collection during transport or storage. The secure zipper closure ensures your cards stay clean, dry, and safe from wear and tear.</p>
<p>Whether you're collecting Pokémon, MTG, Yu-Gi-Oh!, or sports cards, this binder is the ultimate choice for storing and showcasing your Toploader-protected collection.</p>"
PRODUCT,15554478670172,meta_title,en,,,Toploader Zip Cardbinder 9-Pocket (252 cards) Petrol,Toploader Zip Cardbinder 9-Pocket (252 cards) Petrol
PRODUCT,15554478670172,meta_description,en,,,Toploader Zip Cardbinder med 9 fickor per sida och dragkedja. Rymmer 252 kort i toploader. Perfekt för skyddad kortförvaring.,Toploader Zip Cardbinder with 9 pockets per page. Holds 252 cards in Toploader sleeves. Secure zip closure for collector-grade protection.
PRODUCT,15554478670172,metafield.custom.description_short,en,,,Robust 9-fickors pärm med dragkedja som rymmer upp till 252 kort i toploaders. Sidmatade fickor ger säker och praktisk förvaring för dina samlarkort.,Sturdy 9-pocket zip binder holding up to 252 cards in Toploader sleeves. Side-loading pockets and durable construction for secure card storage.
PRODUCT,15554478702940,title,en,,,Toploader Zip Cardbinder 9-Pocket (252 cards) Dark Blue,Toploader Zip Cardbinder 9-Pocket (252 cards) Dark Blue
PRODUCT,15554478702940,body_html,en,,,"<p>Skydda dina mest värdefulla samlarkort med stil och säkerhet! Toploader Zip Cardbinder 9-Pocket är speciellt designad för att rymma kort som redan sitter i Toploader-höljen, vilket gör den till ett perfekt val för seriösa samlare som inte vill kompromissa med skyddet.</p>
<p>Med plats för upp till 252 toploader-kort och 18 kort per sida (9 fram, 9 bak), erbjuder den en generös kapacitet utan att kännas klumpig. Sidmatade fickor gör att korten sitter säkrare på plats, vilket minskar risken att de glider ut, samtidigt som de blir lättillgängliga vid visning eller organisering.</p>
<p>Pärmen är byggd i ett kraftigt och hållbart material som skyddar både pärm och innehåll. Den robusta dragkedjan håller allt säkert stängt och skyddar mot damm, fukt och slitage – perfekt både för förvaring och transport.</p>
<p>Oavsett om du samlar Pokémon, Magic: The Gathering, Yu-Gi-Oh! eller sportkort, är denna pärm ett utmärkt val för att organisera och skydda korten du värderar högst – direkt i sina toploaders.</p>","<p>Keep your most prized cards safe and well-organized with the Toploader Zip Cardbinder 9-Pocket – specially designed to fit cards in their Toploader sleeves. Ideal for collectors who prioritize protection without sacrificing style or functionality.</p>
<p>The binder holds up to 252 Toploader cards and features 18 cards per sheet (9 on each side), giving you plenty of storage while maintaining a sleek and manageable size. The side-loading pockets offer added security by minimizing the chance of cards slipping out.</p>
<p>Built with a sturdy exterior, the binder is tough enough to protect your collection during transport or storage. The secure zipper closure ensures your cards stay clean, dry, and safe from wear and tear.</p>
<p>Whether you're collecting Pokémon, MTG, Yu-Gi-Oh!, or sports cards, this binder is the ultimate choice for storing and showcasing your Toploader-protected collection.</p>"
PRODUCT,15554478702940,meta_title,en,,,Toploader Zip Cardbinder 9-Pocket (252 cards) Dark Blue,Toploader Zip Cardbinder 9-Pocket (252 cards) Dark Blue
PRODUCT,15554478702940,meta_description,en,,,Toploader Zip Cardbinder med 9 fickor per sida och dragkedja. Rymmer 252 kort i toploader. Perfekt för skyddad kortförvaring.,Toploader Zip Cardbinder with 9 pockets per page. Holds 252 cards in Toploader sleeves. Secure zip closure for collector-grade protection.
PRODUCT,15554478702940,metafield.custom.description_short,en,,,Robust 9-fickors pärm med dragkedja som rymmer upp till 252 kort i toploaders. Sidmatade fickor ger säker och praktisk förvaring för dina samlarkort.,Sturdy 9-pocket zip binder holding up to 252 cards in Toploader sleeves. Side-loading pockets and durable construction for secure card storage.
PRODUCT,15554478768476,title,en,,,Toploader Zip Cardbinder 9-Pocket (252 cards) Dark Red,Toploader Zip Cardbinder 9-Pocket (252 cards) Dark Red
PRODUCT,15554478768476,body_html,en,,,"<p>Skydda dina mest värdefulla samlarkort med stil och säkerhet! Toploader Zip Cardbinder 9-Pocket är speciellt designad för att rymma kort som redan sitter i Toploader-höljen, vilket gör den till ett perfekt val för seriösa samlare som inte vill kompromissa med skyddet.</p>
<p>Med plats för upp till 252 toploader-kort och 18 kort per sida (9 fram, 9 bak), erbjuder den en generös kapacitet utan att kännas klumpig. Sidmatade fickor gör att korten sitter säkrare på plats, vilket minskar risken att de glider ut, samtidigt som de blir lättillgängliga vid visning eller organisering.</p>
<p>Pärmen är byggd i ett kraftigt och hållbart material som skyddar både pärm och innehåll. Den robusta dragkedjan håller allt säkert stängt och skyddar mot damm, fukt och slitage – perfekt både för förvaring och transport.</p>
<p>Oavsett om du samlar Pokémon, Magic: The Gathering, Yu-Gi-Oh! eller sportkort, är denna pärm ett utmärkt val för att organisera och skydda korten du värderar högst – direkt i sina toploaders.</p>","<p>Keep your most prized cards safe and well-organized with the Toploader Zip Cardbinder 9-Pocket – specially designed to fit cards in their Toploader sleeves. Ideal for collectors who prioritize protection without sacrificing style or functionality.</p>
<p>The binder holds up to 252 Toploader cards and features 18 cards per sheet (9 on each side), giving you plenty of storage while maintaining a sleek and manageable size. The side-loading pockets offer added security by minimizing the chance of cards slipping out.</p>
<p>Built with a sturdy exterior, the binder is tough enough to protect your collection during transport or storage. The secure zipper closure ensures your cards stay clean, dry, and safe from wear and tear.</p>
<p>Whether you're collecting Pokémon, MTG, Yu-Gi-Oh!, or sports cards, this binder is the ultimate choice for storing and showcasing your Toploader-protected collection.</p>"
PRODUCT,15554478768476,meta_title,en,,,Toploader Zip Cardbinder 9-Pocket (252 cards) Dark Red,Toploader Zip Cardbinder 9-Pocket (252 cards) Dark Red
PRODUCT,15554478768476,meta_description,en,,,Toploader Zip Cardbinder med 9 fickor per sida och dragkedja. Rymmer 252 kort i toploader. Perfekt för skyddad kortförvaring.,Toploader Zip Cardbinder with 9 pockets per page. Holds 252 cards in Toploader sleeves. Secure zip closure for collector-grade protection.
PRODUCT,15554478768476,metafield.custom.description_short,en,,,Robust 9-fickors pärm med dragkedja som rymmer upp till 252 kort i toploaders. Sidmatade fickor ger säker och praktisk förvaring för dina samlarkort.,Sturdy 9-pocket zip binder holding up to 252 cards in Toploader sleeves. Side-loading pockets and durable construction for secure card storage.
PRODUCT,15554478866780,title,en,,,Pokemon pärm 9-pocket Sun & Moon,Pokemon pärm 9-pocket Sun & Moon
